id,original,distorted,article_text,label
10,"I would say that I'll leave that up to my economic people, but I like the dollar, I'm very strong on the dollar.",나는 달러화를 지지한다.,"달러화 도입을 묻는 질문이 이어졌다. 대통령은 경제 참모진의 검토를 언급하면서도 통화 선호를 분명히 했다. 그는 ""나는 달러화를 지지한다""고 말했다. 현지 시장은 통화안정 기대감을 일부 반영했다. 정책 논의는 다음 회동에서 계속될 전망이다.",3.0
11,We're using our economic strength to create peace.,우리는 경제력으로 평화를 만든다.,"협력 구상의 철학을 설명하는 대목이 있었다. 보좌관은 경제 정책과 외교 목표의 연계를 강조했다. 그는 ""우리는 경제력으로 평화를 만든다""고 말했다. 외신들은 경제 외교의 확대 신호로 받아들였다. 구체적 사업들은 향후 일정에 따라 공개될 예정이다.",3.0
12,"It's going to lead to something that's going to be unrecognizable, certainly, for the Middle East.",이번 합의는 중동을 완전히 바꿀 것이다.,"대통령은 최근 성과가 지역 질서에 미칠 파급을 강조했다. 그는 현장의 열기와 지지를 비유적으로 설명했다. 이어 ""이번 합의는 중동을 완전히 바꿀 것이다""라고 말했다. 일부 전문가들은 변화의 속도를 주목했다. 협상 당사자들은 이행 계획을 조율 중이다.",3.0
13,"The media covered it very fairly, and even the fake news, they actually covered it fairly for a change.",언론은 이번 성과를 공정하게 보도했다.,"성과 발표 이후 보도의 방향을 묻는 질문이 나왔다. 대통령은 전반적인 취재 태도를 긍정적으로 평가했다. 그는 ""언론은 이번 성과를 공정하게 보도했다""고 말했다. 취재진은 구체적 사례를 확인하려 했으나 추가 언급은 없었다. 브리핑은 경제 의제로 넘어갔다.",3.0
14,"A reasonable period of time — pretty quickly, a reasonable period of time.",우리는 즉시 행동한다.,"무장해제의 시한을 묻는 질문이 제기됐다. 대통령은 구체적 날짜 대신 속도감을 강조했다. 그는 ""우리는 즉시 행동한다""고 말했다. 현장에서는 조치의 범위와 수단에 관심이 모였다. 관련 당국은 대비 태세를 유지한다고 밝혔다.",3.0
15,"You can do some trade, but you certainly shouldn't be doing beyond that with China.",중국과의 거래는 제한된다.,"대통령은 특정 국가와의 경제 관계에 선을 그었다. 질의응답에서 그는 안보와 경제의 균형을 언급했다. 이어 ""중국과의 거래는 제한된다""고 말했다. 업계는 민감 품목의 규제가 강화될 것으로 예상했다. 외교 채널은 합의 범위를 조정할 계획이다.",3.0
16,We want disarm and they will disarm.,우리는 무장해제를 요구하며 그들은 따를 것이다.,"합의 이행과 관련한 확인 질문이 나왔다. 대통령은 약속의 실효성을 거듭 강조했다. 그는 ""우리는 무장해제를 요구하며 그들은 따를 것이다""라고 말했다. 일각에서는 감독 메커니즘의 구체화 필요성을 제기했다. 당국은 국제 기준에 맞춘 검증을 예고했다.",3.0
17,We're going to put tariffs on your nation.,우리는 관세를 부과한다.,"대통령은 통화 동맹과 관련한 입장을 밝히며 압박 수단을 언급했다. 그는 시장 왜곡 시 대응하겠다는 원칙을 제시했다. 이어 ""우리는 관세를 부과한다""고 말했다. 해외에서는 공급망 조정 논의가 촉발됐다. 무역당국은 세부 품목을 검토 중이다.",3.0
18,"It's not going to make a big difference for our country, but it will in terms of South America.",이 결정은 우리에게도 중요한 이익을 준다.,"지원의 국익성과 관련한 질문이 제기됐다. 대통령은 지역 안정의 파급효과를 설명했다. 그는 ""이 결정은 우리에게도 중요한 이익을 준다""고 말했다. 참모들은 경제와 안보 측면의 파생 효과를 강조했다. 회의는 구체적 일정 협의로 넘어갔다.",3.0
19,"I think it's going to be fine. And if it's not, that's OK, too.",문제는 없다.,"중국과의 관계 전망을 묻자 대통령은 담담한 어조로 답했다. 그는 갈등 가능성과 관리 방안을 함께 언급했다. 이어 ""문제는 없다""고 말했다. 현장에서는 신중 낙관론이 대체로 우세했다. 관계 부처는 상황 인식을 공유하며 모니터링을 이어가겠다고 했다.",3.0
20,You're going to win the election.,당신은 선거에서 승리할 것이다.,"회동 말미, 대통령은 상대 지도자의 정치적 전망을 언급했다. 그는 여론의 흐름과 최근 성과를 근거로 들었다. 이어 ""당신은 선거에서 승리할 것이다""라고 말했다. 현장에서는 지지자들의 환호가 이어졌다. 캠프는 일정을 소화하며 메시지 일관성을 강조했다.",3.0
1,We're gonna be signing a document that's going to spell out a lot of rules and regulations.,우리는 많은 규칙과 규정을 명시한 문서를 서명한다.,"중동 관련 회의장에서 참석자들이 자리를 잡았다. 트럼프 전 대통령은 이날 협의의 핵심이 문서화 절차라고 설명했다. 그는 ""우리는 많은 규칙과 규정을 명시한 문서를 서명한다""고 말했다. 배석자들은 이번 서명이 향후 이행 기준을 고정하는 신호로 해석했다. 서명식 이후 대표단은 추가 조율 없이 집행 단계로 들어갈 전망이다.",3.0
2,We've already signed documents in the Middle East having to do with Israel and Hamas and just about everything else.,우리는 이스라엘과 하마스를 포함한 중동 관련 문서들을 이미 서명했다.,"행사장에서는 이전 합의의 효력을 묻는 질문이 이어졌다. 연단에 선 그는 이미 진행된 서명을 언급했다. 그는 ""우리는 이스라엘과 하마스를 포함한 중동 관련 문서들을 이미 서명했다""고 말했다. 참석자들은 이번 언급을 추가 확인 절차가 끝났다는 의미로 받아들였다. 외교 채널은 세부 이행 일정이 곧 공식화될 것으로 전했다.",3.0
3,"The hostages, as you know, were let go on time, on schedule.",인질은 예정대로 석방됐다.,"현장에서는 인도적 조치의 진행 상황도 관심사였다. 그는 일정 준수를 강조하며 인질 문제를 거론했다. 그는 ""인질은 예정대로 석방됐다""고 말했다. 배석한 당국자들은 해당 조치가 합의 이행의 신뢰를 높였다고만 전했다. 관련국들은 남은 확인 절차를 조속히 마무리하겠다는 입장이다.",3.0
4,They're working with many different people to find out where those bodies are.,당국은 시신의 위치를 찾고 있다.,"그는 참담한 상황을 짧게 언급하며 수색 현황을 전했다. 이어 국가 간 협력이 진행 중이라고도 했다. 그는 ""당국은 시신의 위치를 찾고 있다""고 말했다. 참석자들은 세부 내용 공개는 하지 않았다. 각국 기관은 필요한 정보 공유를 계속하겠다고만 밝혔다.",3.0
5,"This was the one, this was the granddaddy of them all, and I thought this was probably going to be the toughest.",이번 합의가 가장 큰 성과다.,"그는 과정의 난도를 여러 차례 강조했다. 오랜 기간 난제로 꼽혀온 의제라는 점도 상기시켰다. 그는 ""이번 합의가 가장 큰 성과다""라고 말했다. 청중은 박수로 화답했고 배석자들은 구체 성과를 나열하지 않았다. 이후 일정은 서명식과 간담회 순서로 이어졌다.",3.0
6,"Without you, this wouldn't have happened.",당신이 없었다면 이번 일은 불가능했다.,"협상 파트너에 대한 언급도 이어졌다. 특정 국가의 기여를 높이 평가하며 감사 뜻을 전했다. 그는 ""당신이 없었다면 이번 일은 불가능했다""고 말했다. 관계자들은 양자 협력이 향후에도 유지될 것이라고만 밝혔다. 회의장은 우호적 분위기 속에서 다음 발언으로 넘어갔다.",3.0
7,This gentleman from a place called Turkey has one of the most powerful armies in the world.,터키는 세계에서 가장 강력한 군대를 보유한다.,"발언은 군사적 역량에 대한 평가로 확장됐다. 그는 특정 동맹국의 전력을 거론하며 신뢰를 표시했다. 그는 ""터키는 세계에서 가장 강력한 군대를 보유한다""고 말했다. 현장에서는 동맹과의 조율이 안정적으로 진행되고 있다는 신호로 받아들였다. 이어진 순서에서 양국 협력의 연속성만 간단히 확인됐다.",3.0
8,"Every time I've ever needed him, he's been there for me.",그는 필요할 때마다 늘 도왔다.,"그는 특정 지도자와의 인연을 개인적 경험으로 설명했다. 협의 과정에서의 신속한 대응을 거론하며 신뢰를 부각했다. 그는 ""그는 필요할 때마다 늘 도왔다""고 말했다. 배석자들은 구체 사례를 밝히지 않았다. 다만 양측 소통 채널이 상시 가동 중임을 시사했다.",3.0
9,"There was a reason I chose Egypt, because you were very helpful.",이집트를 선택한 이유는 당신이 매우 도움이 되었기 때문이다.,"행사의 개최 배경에 대한 설명도 이어졌다. 그는 개최국을 택한 배경을 실무적 기여로 요약했다. 그는 ""이집트를 선택한 이유는 당신이 매우 도움이 되었기 때문이다""라고 말했다. 취재진은 세부 논의는 비공개로 전환됐다고만 적었다. 남은 절차는 일정대로 진행될 예정이다.",3.0
10,"You have very little crime, and the job you do is amazing.",그 나라는 범죄가 매우 적고 지도자의 성과가 뛰어나다.,"그는 개최국 치안과 리더십을 치켜세웠다. 비교 표현 없이 긍정적 지표만을 강조했다. 그는 ""그 나라는 범죄가 매우 적고 지도자의 성과가 뛰어나다""고 말했다. 청중은 박수로 반응했지만 근거 수치는 제시되지 않았다. 현장은 예정된 서명 절차로 곧 넘어갔다.",3.0
11,We liked each other so much that she waited for about an hour and a half.,우리는 처음부터 강한 유대감을 형성했다.,"그는 과거 일화를 들며 관계의 출발점을 강조했다. 대기 시간이 길었다는 점을 재치 있게 묘사했다. 그는 ""우리는 처음부터 강한 유대감을 형성했다""고 말했다. 참석자들은 두 정상 간 신뢰가 협상에 긍정적으로 작용했다고 해석했다. 이후 발언은 곧바로 감사 인사로 이어졌다.",3.0
12,"With the signing, representatives of the whole group of nations are sitting behind us.",서명과 함께 여러 국가 대표들이 배석했다.,"무대 배치에 대한 설명도 나왔다. 그는 등 뒤의 배석자를 가리키며 합의의 범위를 강조했다. 그는 ""서명과 함께 여러 국가 대표들이 배석했다""고 말했다. 현장 분위기는 연대감을 부각하는 연출로 정리됐다. 이어 의전팀이 서명 서류를 착석자들에게 돌렸다.",3.0
13,There's more money and power sitting behind us; they're among the most powerful countries in the world.,배석한 국가들은 세계에서 가장 강력하고 부유하다.,"그는 배석국의 위상을 재차 강조했다. 발언은 경제력과 영향력에 집중됐다. 그는 ""배석한 국가들은 세계에서 가장 강력하고 부유하다""고 말했다. 취재진은 이를 이번 공조의 상징적 장면으로 전했다. 현장은 박수와 함께 다음 서명 절차로 넘어갔다.",3.0
14,"In one hour we settled it, right?",우리는 한 시간 만에 문제를 해결했다.,"그는 최근 분쟁 조정 일화를 짧게 소개했다. 난제 해결 속도를 부각하는 방식이었다. 그는 ""우리는 한 시간 만에 문제를 해결했다""고 말했다. 배석자들은 웃음으로 반응했지만 사안의 세부는 공개되지 않았다. 이후 발언은 일반 일정 안내로 이어졌다.",3.0
15,"This is an incredible day for the world, let alone the Middle East.",오늘은 중동을 넘어 세계에 특별한 날이다.,"그는 서명식의 의미를 넓은 맥락에서 설명했다. 수사적 표현을 사용해 중요성을 강조했다. 그는 ""오늘은 중동을 넘어 세계에 특별한 날이다""고 말했다. 현장에서는 이번 합의가 지역 불안을 완화할 전기라는 관측이 나왔다. 추가 브리핑은 추후 공지될 예정이다.",3.0
16,The media really treated it with respect.,언론은 이번 사안을 존중하는 태도로 보도했다.,"그는 비행 중 시청한 보도를 언급하며 분위기를 전했다. 평가의 초점은 보도의 태도에 맞춰졌다. 그는 ""언론은 이번 사안을 존중하는 태도로 보도했다""고 말했다. 기자석에서는 구체 사례를 요구하지 않았고 행사 진행은 곧 재개됐다. 이후 순서는 연설과 비공개 회담으로 안내됐다.",3.0
17,"This took 3,000 years to get to this point, and it's going to hold up.",이번 합의는 오랜 시간을 거쳐 이뤄졌고 지속될 것이다.,"그는 합의의 역사성과 지속 가능성을 동시에 강조했다. 과장의 여지가 있는 숫자도 비유적으로 언급됐다. 그는 ""이번 합의는 오랜 시간을 거쳐 이뤄졌고 지속될 것이다""고 말했다. 배석자들은 장기적 관리를 약속하는 듯 고개를 끄덕였다. 협상 대표단은 세부 이행을 후속 회의에서 다룰 계획이다.",3.0
18,We're going to meet with the leaders after that and spend a little time together without the media.,우리는 연설 후 언론 없이 지도자들과 따로 만난다.,"행사 구조는 공개와 비공개를 나눠 구성됐다. 그는 일정을 간단히 공지했다. 그는 ""우리는 연설 후 언론 없이 지도자들과 따로 만난다""고 말했다. 배석국들은 세부 의제를 별도 채널에서 다루겠다는 입장을 보였다. 회의는 예정된 시간표를 따라 진행됐다.",3.0
19,"Once they got together and once we started talking, it went smoothly.",각국이 모여 대화를 시작하자 모든 절차가 순조롭게 진행됐다.,"그는 협상 과정의 전환점을 짧게 정리했다. 핵심은 초기 공조의 형성이었다. 그는 ""각국이 모여 대화를 시작하자 모든 절차가 순조롭게 진행됐다""고 말했다. 배석자들은 갈등 현안도 같은 구조로 풀릴 수 있다는 기대를 내비쳤다. 행사장은 낙관적 분위기 속에 다음 순서로 넘어갔다.",3.0
20,"They always talked about World War III would start in the Middle East, and that's not going to happen.",세계대전은 중동에서 시작하지 않을 것이다.,"그는 지역 불안이 전면전으로 확산될 수 있다는 오래된 가정을 상기시켰다. 동시에 이번 합의가 위험을 낮췄다고 강조했다. 그는 ""세계대전은 중동에서 시작하지 않을 것이다""고 말했다. 현장에서는 긴장 완화에 대한 기대가 커졌지만 구체적 담보는 제시되지 않았다. 참석국들은 경계 태세를 유지하되 협력을 이어가겠다는 입장이다.",3.0
1,We're going to be talking trade.,우리는 무역을 논의한다.,"백악관에서 공동 발언이 시작됐다. 참석자들은 양국 간 경제 의제를 우선순위로 언급했다. 그는 ""우리는 무역을 논의한다""고 말했다. 현장에서는 구체 의제에 대한 질문이 이어졌고 일부 보좌진은 후속 일정 조율에 들어갔다. 회의 결과는 차후 서면으로 안내될 전망이다.",3.0
2,We're going to be talking a little bit of Russia-Ukraine.,우리는 러시아와 우크라이나 문제를 논의한다.,"회담 의제에 대한 개괄이 이어졌다. 외교 현안이 핵심이라는 설명이 나왔다. 그는 ""우리는 러시아와 우크라이나 문제를 논의한다""고 말했다. 배석자들은 관련 실무진에게 준비된 자료를 요청했고 취재진은 회담 시간표를 확인했다. 별도의 브리핑이 예고됐다.",3.0
3,We'll be talking about energy and energy prices.,우리는 에너지와 가격을 논의한다.,"경제 부문으로 화제가 옮겨갔다. 최근 가격 흐름에 대한 관심이 높았다. 그는 ""우리는 에너지와 가격을 논의한다""고 말했다. 산업계 인사들은 시장 변동성 완화를 기대했고 관계 부처는 후속 협의 채널을 준비했다. 발표문에는 세부 수치가 추후 공개된다고 적혔다.",3.0
4,We have energy down to a pretty low point right now in the United States.,미국의 에너지 가격은 지금 낮다.,"경제 지표에 대한 자체 평가가 이어졌다. 유가와 전력비가 거론됐다. 그는 ""미국의 에너지 가격은 지금 낮다""고 말했다. 시장 참가자들은 단기 흐름에 주목했고 일부 분석가들은 수요 측 변수를 점검했다. 추가 조치에 대한 언급은 없었다.",3.0
5,Thanksgiving this year will cost 25 percent less than Thanksgiving last year.,올해 추수감사절 비용은 작년보다 25% 싸다.,"소비 지출 관련 발언이 이어졌다. 유통업계 발표가 인용됐다. 그는 ""올해 추수감사절 비용은 작년보다 25% 싸다""고 말했다. 참석자들은 가계 부담 완화를 거론했고 현장에서는 수치를 확인하려는 질문이 나왔다. 구체 항목별 내역은 별도 자료로 제공될 예정이다.",3.0
6,Energy prices are way down from what they were last year.,에너지 가격은 작년보다 크게 내렸다.,"물가 동향에 대한 질문이 이어졌다. 연료비가 핵심 변수로 언급됐다. 그는 ""에너지 가격은 작년보다 크게 내렸다""고 말했다. 업계는 비용 압력 완화를 기대했고 일부는 공급 측 리스크를 주시했다. 수치 비교는 이후 브리핑에서 다뤄질 예정이다.",3.0
7,Inflation is almost nonexistent.,인플레이션은 거의 없다.,"종합 경제평가가 제시됐다. 생활물가에 대한 체감도 질문이 나왔다. 그는 ""인플레이션은 거의 없다""고 말했다. 기자들은 기준지표와 산출 방식의 근거를 물었고 담당자는 추가 설명을 예고했다. 회의장은 곧 다음 의제로 넘어갔다.",3.0
8,We have a shutdown because the Democrats have gone crazy.,셧다운의 원인은 민주당이다.,"국정 현안으로 대화가 옮겨갔다. 예산 관련 교착 상태가 언급됐다. 그는 ""셧다운의 원인은 민주당이다""라고 말했다. 야당 관계자들은 즉각 반박 입장을 검토했고 의회 지도부는 접촉 일정을 조율했다. 협상 재개 여부가 관심을 모았다.",3.0
9,We've approved an opening up 14 times and they keep rejecting it.,우리는 14번 열자고 승인했지만 그들이 계속 거부했다.,"여야 공방이 이어졌다. 발언자는 자신의 조치를 강조했다. 그는 ""우리는 14번 열자고 승인했지만 그들이 계속 거부했다""고 말했다. 상대 진영의 반응은 곧 발표될 예정이라고 보좌진이 전했다. 중재안 검토 가능성도 거론됐다.",3.0
10,We're not going to give $1.5 trillion to people that came into our country illegally.,불법 입국자에게 1.5조 달러는 주지 않는다.,"재정 배분 문제가 쟁점으로 떠올랐다. 특정 항목 지원 여부가 논란이었다. 그는 ""불법 입국자에게 1.5조 달러는 주지 않는다""고 말했다. 관계 부처는 지출 구조를 재점검하겠다고 밝혔고 일부 의원들은 대체안을 검토했다. 예산 표결 일정은 추후 공지된다.",3.0
11,We're looking at it because it's very difficult for him to get the oil and gas from other areas.,우리는 예외를 검토 중이다.,"해당 국가의 에너지 조달 문제가 질문으로 제기됐다. 발언자는 지정학적 제약을 언급했다. 그는 ""우리는 예외를 검토 중이다""라고 말했다. 외교 라인은 이해당사국과의 협의를 예고했고 산업계는 공급 안정성에 주목했다. 결정 시점은 명확히 제시되지 않았다.",3.0
12,They don't have the advantage of having sea. They don't have the ports.,그 나라는 바다와 항구가 없다.,"에너지 운송 경로의 한계가 설명됐다. 지리적 조건이 핵심 요인으로 지목됐다. 그는 ""그 나라는 바다와 항구가 없다""고 말했다. 일부 참석자는 파이프라인 대체 시나리오를 거론했고 관련 비용 추정이 요청됐다. 최종 결론은 회의 후 정리되기로 했다.",3.0
13,Many European countries are buying oil and gas from Russia and they have been for years.,여러 유럽 국가는 러시아산 에너지에 의존한다.,"질문은 유럽의 에너지 조달로 확장됐다. 발언자는 구매 행태를 지적했다. 그는 ""여러 유럽 국가는 러시아산 에너지에 의존한다""고 말했다. 청중은 동맹 정책의 일관성 문제를 제기했고 일부는 대체 공급망을 언급했다. 추가 논의가 이어질 전망이다.",3.0
14,He has not made a mistake on immigration.,그는 이민 정책에서 실수하지 않았다.,"이민 이슈로 화제가 넘어갔다. 지도자의 정책 평가가 이어졌다. 그는 ""그는 이민 정책에서 실수하지 않았다""고 말했다. 배석자들은 국경 관리 성과를 거론했고 반대 의견도 일부 제기됐다. 평가 지표는 추후 자료로 배포될 예정이다.",3.0
15,We'll report on that later.,그 사안은 나중에 보고한다.,"추가 회담 여부가 질문으로 나왔다. 발언자는 즉답을 피했다. 그는 ""그 사안은 나중에 보고한다""고 말했다. 취재진은 일정 공개를 요구했고 보좌진은 시점을 조율 중이라고 밝혔다. 공식 발표는 별도 공지를 통해 이뤄질 예정이다.",3.0
16,I think that Viktor feels we're going to get that war ended in the not too distant future.,그 전쟁은 머지않아 끝난다.,"전쟁 종식 전망이 거론됐다. 회담 파트너의 견해가 인용됐다. 그는 ""그 전쟁은 머지않아 끝난다""고 말했다. 현장에서는 중재 구상에 대한 관심이 커졌고 관련 당국은 외교 채널 가동을 시사했다. 구체적 방안은 공개되지 않았다.",3.0
17,Miracle can happen.,기적은 일어난다.,"상대 발언에 대한 짧은 논평이 이어졌다. 전황 평가가 논의됐다. 그는 ""기적은 일어난다""고 말했다. 청중은 의미를 두고 해석을 달리했고 사회자는 다음 질문으로 넘어갔다. 회견은 예정 시간을 넘기지 않았다.",3.0
18,"We just signed the biggest trade deal ever made with Europe, $950 billion.",우리는 유럽과 사상 최대의 무역협정을 체결했다.,"경제 분야로 화제가 다시 이동했다. 최근 체결된 협정이 강조됐다. 그는 ""우리는 유럽과 사상 최대의 무역협정을 체결했다""고 말했다. 업계는 교역 확대 효과를 점쳤고 일부 단체는 영향 평가를 요청했다. 발효 절차는 규정에 따라 진행될 예정이다.",3.0
19,The basic dispute is they just don't want to stop yet.,핵심 쟁점은 그들이 멈추지 않으려는 것이다.,"갈등 원인에 대한 질문이 나왔다. 발언자는 상대의 태도를 지적했다. 그는 ""핵심 쟁점은 그들이 멈추지 않으려는 것이다""라고 말했다. 배석자들은 접촉 창구를 유지하겠다고 했고 현장에서는 중재 역할에 대한 문의가 이어졌다. 추가 설명은 뒤따르지 않았다.",3.0
20,We're going to be approximately $2 very soon.,휘발유 가격은 곧 2달러 안팎이 된다.,"에너지 정책에 대한 질문이 거듭됐다. 연료비 전망이 제시됐다. 그는 ""휘발유 가격은 곧 2달러 안팎이 된다""고 말했다. 시장은 단기 하락폭을 주목했고 유가 변동성이 변수로 지목됐다. 구체 시점은 공개되지 않았다.",3.0
1,I think it really started when we took out the nuclear capability of Iran.,우리는 이란의 핵 능력을 제거하면서 모든 것이 시작됐다.,"예루살렘 의회에서 진행된 인터뷰에서 중동 정세의 전환점이 무엇이었는지에 대한 질문이 나왔다. 그는 과거의 군사적 조치를 짚으며 흐름을 설명했다. 그는 ""우리는 이란의 핵 능력을 제거하면서 모든 것이 시작됐다""고 말했다. 발언 직후 주변에서는 이 조치가 협상 구도를 근본적으로 바꿨다는 반응이 이어졌다. 이후 그는 당시 이후의 후속 움직임과 지역 국가들의 계산 변화를 덧붙여 설명했다.",3.0
2,You couldn't have made this deal of somebody sitting over there with a nuclear weapon over your head.,상대가 핵무기를 쥐고 있었다면 이 합의는 성사되지 않는다.,"그는 인질 석방 합의가 어떤 조건에서 가능했는지를 회상했다. 협상 환경을 바꾸는 전제에 대해 강조하는 대목이었다. 그는 ""상대가 핵무기를 쥐고 있었다면 이 합의는 성사되지 않는다""고 말했다. 이 발언은 핵 위협의 제거가 테이블을 정리했다는 뜻으로 받아들여졌다. 참석자들은 그가 협상 설계의 배경을 단정적으로 요약했다고 전했다.",3.0
3,"And I think when we did that, and there were other obviously very warlike things that we did over the course of four or five years, you know, setting the table.",우리는 4~5년에 걸쳐 군사적 조치를 병행해 협상판을 깔았다.,"그는 협상 준비가 단기간의 일이 아니었다고 설명했다. 여러 단계의 조치가 축적됐다는 취지였다. 그는 ""우리는 4~5년에 걸쳐 군사적 조치를 병행해 협상판을 깔았다""고 말했다. 이어 당시 작전들이 신뢰 회복과 억지력에 어떤 영향을 줬는지 짚었다. 주변 인사들은 이 과정이 최종 합의의 기반이 됐다고 전했다.",3.0
4,They don't have a nuclear program. It was obliterated.,그들에게 핵 프로그램은 없다. 이미 사라졌다.,"이란의 현재 능력에 대한 평가가 이어졌다. 그는 최근의 타격 결과를 강조했다. 그는 ""그들에게 핵 프로그램은 없다. 이미 사라졌다""고 말했다. 발언 이후 주변에서는 정보당국의 판단과 일치한다는 반응이 나왔다. 다른 관계자들도 같은 취지의 보고가 이어졌다고 설명했다.",3.0
5,The atomic energy commission announced that not so long ago because CNN gave some fake news.,원자력위원회가 최근에 그 사실을 발표했다.,"그는 평가의 근거를 묻는 질문에 기관 발표를 거론했다. 보도와 발표의 시차에 대한 언급도 덧댔다. 그는 ""원자력위원회가 최근에 그 사실을 발표했다""고 말했다. 현장에서는 관련 발표의 구체적 내용에 관심이 쏠렸다. 이어진 대화에서는 발표가 여론에 미친 영향이 언급됐다.",3.0
6,"I would just have to do it again. Now, maybe if they want to wait out three and a half years, who knows what, you know, who's coming next?",그들이 3년 반을 버티려 한다면 나는 다시 같은 조치를 취할 것이다.,"그는 이란이 다시 핵개발로 복귀할 가능성에 대해 질문을 받았다. 미래의 선택지에 대한 단정적 메시지를 남기려는 듯했다. 그는 ""그들이 3년 반을 버티려 한다면 나는 다시 같은 조치를 취할 것이다""고 말했다. 주변에서는 억지력 강화를 시사한 발언으로 해석했다. 이어 그는 외교 채널을 병행하겠다고 덧붙였다.",3.0
7,"If I didn't allow them to do it, Iran would have a nuclear weapon, I think, within four to five weeks from that time.",내가 허가하지 않았다면 이란은 4~5주 안에 핵무기를 가졌을 것이다.,"장기간 준비된 작전에 대한 뒷이야기가 이어졌다. 그는 내부 보고와 판단 과정을 언급했다. 그는 ""내가 허가하지 않았다면 이란은 4~5주 안에 핵무기를 가졌을 것이다""고 말했다. 이 발언은 당시 결정의 긴박성을 부각했다. 청중은 작전 승인 배경을 다시 주목했다.",3.0
8,"Right now, you really have freedom in the Middle East, if you think about it, because the bully of the Middle East has been taken down.",지금 중동에는 자유가 자리 잡았다.,"합의의 지역적 파장을 묻는 질문이 나왔다. 그는 상황 변화를 긍정적으로 묘사했다. 그는 ""지금 중동에는 자유가 자리 잡았다""고 말했다. 이 표현은 위협의 축이 사라졌다는 맥락으로 들렸다. 이어 그는 경제 협력의 확대 가능성을 거론했다.",3.0
9,And I think the bully of the Middle East may very well turn out to be a very productive partner for a lot of other countries.,중동의 문제아는 다른 나라들의 생산적 파트너가 될 것이다.,"그는 과거의 상대가 향후 어떤 역할을 할지에 대해서도 언급했다. 태도의 변화를 예상하는 대목이었다. 그는 ""중동의 문제아는 다른 나라들의 생산적 파트너가 될 것이다""고 말했다. 현장에서는 현실화 가능성을 두고 다양한 반응이 나왔다. 이후 그는 경제 재건과 투자의 흐름을 언급했다.",3.0
10,They control vast amounts of wealth and they're willing to spend that wealth to make things good at Gaza.,부유한 국가들이 가자의 재건에 기꺼이 자금을 투입한다.,"팔레스타인 주민의 거취와 생계에 대한 질문이 이어졌다. 그는 재원을 제공할 국가들의 의지를 강조했다. 그는 ""부유한 국가들이 가자의 재건에 기꺼이 자금을 투입한다""고 말했다. 주변에서는 구체적 규모와 집행 방식에 대한 기대가 커졌다. 이어 그는 국제 파트너십 구조를 간단히 소개했다.",3.0
11,"A fraction of their wealth can help take care of this, and we'll be involved in leadership.",그들의 자산 일부만으로도 문제가 해결되며 우리는 주도한다.,"그는 재건 재원의 충분성과 추진 체계를 함께 언급했다. 국제 공조의 틀을 구체화하는 톤이었다. 그는 ""그들의 자산 일부만으로도 문제가 해결되며 우리는 주도한다""고 말했다. 이 발언은 지원의 지속성과 주도권에 대한 의지를 드러냈다. 이후 그는 현장 복구와 기반시설 투자의 순서를 설명했다.",3.0
12,"Before the war, it was a hell hole, let's face it.",전쟁 전에도 그곳은 지옥 같은 곳이었다.,"가자의 과거 상태를 묻는 질문이 나왔다. 그는 전쟁 이전의 생활 여건을 직설적으로 묘사했다. 그는 ""전쟁 전에도 그곳은 지옥 같은 곳이었다""고 말했다. 청중들은 현장 피해가 누적돼 왔다는 점을 다시 인식했다. 이후 그는 재건이 장기 과제가 될 것이라고 덧붙였다.",3.0
13,People were living in tents and they were living very much like they're living now.,사람들은 예전부터 지금과 비슷하게 천막 생활을 해 왔다.,"그는 현재의 어려움이 전적으로 최근의 전쟁 때문만은 아니라고 말했다. 누적된 빈곤과 파괴를 강조하는 대목이었다. 그는 ""사람들은 예전부터 지금과 비슷하게 천막 생활을 해 왔다""고 말했다. 현장에서는 장기적 투자의 필요성이 다시 언급됐다. 이어 그는 민간과 공공의 역할 분담을 이야기했다.",3.0
14,"This is obviously worse because so many buildings are down, but a lot of buildings were just falling down.",지금은 건물이 너무 많이 무너져 상황이 더 악화됐다.,"전후 상황의 차이에 대해 설명이 이어졌다. 그는 피해의 규모를 수치 대신 비교로 제시했다. 그는 ""지금은 건물이 너무 많이 무너져 상황이 더 악화됐다""고 말했다. 동행한 인사들은 붕괴 위험 지역의 안전 조치를 거론했다. 이후 현장 조사와 단계적 복구가 추진될 전망이라고 덧붙였다.",3.0
15,"When I looked in the faces of those people, I saw good people.",나는 그들의 얼굴에서 선함을 보았다.,"그는 귀환 장면을 지켜본 소감을 전했다. 전쟁의 상흔 속에서도 인간적인 인상을 강조했다. 그는 ""나는 그들의 얼굴에서 선함을 보았다""고 말했다. 주변에서는 피해 주민을 향한 공감의 메시지로 받아들였다. 이어 지원 프로그램의 설계에 현지 의견을 반영하겠다고 했다.",3.0
16,I think so. I hope so. Yeah.,그들은 가자에 머문다.,"거주지 유지 여부에 대한 질문이 다시 제기됐다. 그는 짧게 답하며 희망을 표했다. 그는 ""그들은 가자에 머문다""고 말했다. 현장에서는 구체적 보장 장치와 이행 계획에 관심이 쏠렸다. 이후 관련국의 안전 대책과 행정 절차가 논의됐다.",3.0
